90,270,10,90	True
90,270,-90,10	True
90,270,100,200	True
90,270,80,-80	True
90,270,270.001,89.99	False
90,270,720,1100	False
90,270,-89.999,89.999	False
-30,30,360,0	True
-30,30,-30,30	True
-30,30,180,330	True
-30,30,30,60	True
-30,30,-30.001,30.0001	True
-30,30,30.001,329.999	false
-30,30,-269.99,180	false
-30,30,180,269.999	false
80,20,81,20	True
80,20,80,19	True
80,20,79.9999,20.0001	True
80,20,1.00001,1.00002	True
80,20,20.0001,79.9999	False
80,20,-339.99,-280.01	False
-70,-60,-90,-70	True
-70,-60,-50,-60	True
-70,-60,999.999,1010.001	True
-70,-60,-65,294	True
-70,-60,-59.999,0	False
-70,-60,270,-70.001	False
-70,-60,60,70	False
